country	date	population	daily_confirmed	daily_death	daily_recovered	confirmed	death	recovered
Japan	2021-06-23	126476461	1674	42	1959	789085	14562	754178
Thailand	2021-06-23	69799978	4108	31	0	228539	1744	26873
Turkey	2021-06-23	84339067	5703	59	5846	5387545	49358	5248862
Spain	2021-06-23	46754778	4507	18	0	3773032	80748	150376
Hong Kong(China)	2021-06-23	7547652	7	0	2	11898	210	11619
Singapore	2021-06-23	5850342	23	0	27	62470	35	62113
India	2021-06-23	1380004385	51667	1329	64527	30082778	391981	29063740
Indonesia	2021-06-23	273523615	20574	355	9201	2033421	55594	1817303
United Kingdom	2021-06-23	67886011	16705	21	7	4683986	128291	15705
Vietnam	2021-06-23	97338579	334	2	75	13989	70	5684
China	2021-06-23	1431776124	24	0	30	91722	4636	86592
United Arab Emirates	2021-06-24	9890402	2223	7	2177	620309	1775	599131
Australia	2021-06-24	25499884	33	0	6	30424	910	23759
Brazil	2021-06-24	212559417	75061	2008	59481	18257432	509526	16038230
Germany	2021-06-24	83783942	751	67	1330	3732914	90685	3616140
Russia	2021-06-24	145934462	20065	591	13840	5325940	129278	4858571
France	2021-06-24	65273511	1988	33	310	5826360	111082	403797
Philippines	2021-06-24	109581078	6793	116	2794	1378260	24036	1302814
"Korea, South"	2021-06-24	51269185	668	3	600	153789	2009	145389
Netherlands	2021-06-24	17134872	650	5	13	1709261	18018	27267
Canada	2021-06-24	37742154	590	5	843	1412036	26193	1383379
Malaysia	2021-06-24	32365999	5812	82	6775	716847	4721	650963
US	2021-06-24	331002651	24388	523	0	33704575	602717	0
Mexico	2021-06-24	128932753	5270	278	2785	2493087	232068	1982674
Japan	2021-06-24	126476461	1710	31	1880	790759	14604	756137
Thailand	2021-06-24	69799978	3644	44	0	232647	1775	26873
Turkey	2021-06-24	84339067	5630	56	7184	5393248	49417	5254708
Spain	2021-06-24	46754778	4924	13	0	3777539	80766	150376
Hong Kong(China)	2021-06-24	7547652	4	1	0	11905	210	11621
Singapore	2021-06-24	5850342	20	0	21	62493	35	62140
India	2021-06-24	1380004385	48698	1183	64818	30134445	393310	29128267
Indonesia	2021-06-24	273523615	18872	422	8557	2053995	55949	1826504
United Kingdom	2021-06-24	67886011	15374	18	6	4700691	128312	15712
Vietnam	2021-06-24	97338579	214	2	190	14323	72	5759
China	2021-06-24	1431776124	25	0	37	91746	4636	86622
United Arab Emirates	2021-06-25	9890402	2282	10	2233	622532	1782	601308
Australia	2021-06-25	25499884	42	0	13	30457	910	23765
Brazil	2021-06-25	212559417	60665	1517	48897	18332493	511534	16097711
Germany	2021-06-25	83783942	488	9	1040	3733665	90752	3617470
Russia	2021-06-25	145934462	21312	610	14139	5346005	129869	4872411
France	2021-06-25	65273511	2128	12	225	5828348	111115	404107
Philippines	2021-06-25	109581078	6858	92	8612	1385053	24152	1305608
"Korea, South"	2021-06-25	51269185	614	1	351	154457	2012	145989
Netherlands	2021-06-25	17134872	563	0	10	1709911	18023	27280
Canada	2021-06-25	37742154	621	17	703	1412626	26198	1384222
Malaysia	2021-06-25	32365999	5803	81	5193	722659	4803	657738
US	2021-06-25	331002651	9316	160	0	33728963	603240	0
Mexico	2021-06-25	128932753	5051	175	2637	2498357	232346	1985459
Japan	2021-06-25	126476461	1631	29	2070	792469	14635	758017
Thailand	2021-06-25	69799978	4161	51	0	236291	1819	26873
Turkey	2021-06-25	84339067	5266	51	7402	5398878	49473	5261892
Spain	2021-06-25	46754778	0	0	0	3782463	80779	150376
Hong Kong(China)	2021-06-25	7547652	2	-1	3	11909	211	11621
Singapore	2021-06-25	5850342	17	1	20	62513	35	62161
India	2021-06-25	1380004385	50040	1258	57944	30183143	394493	29193085
Indonesia	2021-06-25	273523615	21095	358	7396	2072867	56371	1835061
United Kingdom	2021-06-25	67886011	17946	23	0	4716065	128330	15718
Vietnam	2021-06-25	97338579	788	0	188	14537	74	5949
China	2021-06-25	1431776124	14	0	26	91771	4636	86659
United Arab Emirates	2021-06-26	9890402	2122	4	2077	624814	1792	603541
Australia	2021-06-26	25499884	29	0	3	30499	910	23778
Brazil	2021-06-26	212559417	31980	721	14218	18393158	513051	16146608
Germany	2021-06-26	83783942	336	7	500	3734153	90761	3618510
Russia	2021-06-26	145934462	20169	591	12608	5367317	130479	4886550
France	2021-06-26	65273511	1634	18	63	5830476	111127	404332
Philippines	2021-06-26	109581078	6081	128	6830	1391911	24244	1314220
"Korea, South"	2021-06-26	51269185	501	2	335	155071	2013	146340
Netherlands	2021-06-26	17134872	499	1	0	1710474	18023	27290
Canada	2021-06-26	37742154	484	13	489	1413247	26215	1384925
Malaysia	2021-06-26	32365999	5586	60	4777	728462	4884	662931
US	2021-06-26	331002651	4524	73	0	33738279	603400	0
Mexico	2021-06-26	128932753	2384	43	2514	2503408	232521	1988096
Japan	2021-06-26	126476461	1282	10	1669	794100	14664	760087
Thailand	2021-06-26	69799978	3995	42	0	240452	1870	26873
Turkey	2021-06-26	84339067	4883	52	5937	5404144	49524	5269294
Spain	2021-06-26	46754778	0	0	0	3782463	80779	150376
Hong Kong(China)	2021-06-26	7547652	6	0	1	11911	210	11624
Singapore	2021-06-26	5850342	14	0	14	62530	36	62181
India	2021-06-26	1380004385	46148	979	58578	30233183	395751	29251029
Indonesia	2021-06-26	273523615	21342	409	8024	2093962	56729	1842457
United Kingdom	2021-06-26	67886011	14633	11	4	4734011	128353	15718
Vietnam	2021-06-26	97338579	415	2	182	15325	74	6137
China	2021-06-26	1431776124	22	0	21	91785	4636	86685
United Arab Emirates	2021-06-27	9890402	2040	6	1988	626936	1796	605618
Australia	2021-06-27	25499884	32	0	7	30528	910	23781
Brazil	2021-06-27	212559417	32059	714	79554	18425138	513772	16160826
Germany	2021-06-27	83783942	341	58	1820	3734489	90768	3619010
Russia	2021-06-27	145934462	21258	601	12594	5387486	131070	4899158
France	2021-06-27	65273511	518	44	271	5832110	111145	404395
Philippines	2021-06-27	109581078	5596	84	6053	1397992	24372	1321050
"Korea, South"	2021-06-27	51269185	595	2	402	155572	2015	146675
Netherlands	2021-06-27	17134872	572	0	33	1710973	18024	27290
Canada	2021-06-27	37742154	730	11	2114	1413731	26228	1385414
Malaysia	2021-06-27	32365999	5218	57	4744	734048	4944	667708
US	2021-06-27	331002651	13654	146	0	33742803	603473	0
Mexico	2021-06-27	128932753	1661	44	3404	2505792	232564	1990610
Japan	2021-06-27	126476461	1001	38	1452	795382	14674	761756
Thailand	2021-06-27	69799978	5406	22	0	244447	1912	26873
Turkey	2021-06-27	84339067	5283	58	5327	5409027	49576	5275231
Spain	2021-06-27	46754778	10179	10	0	3782463	80779	150376
Hong Kong(China)	2021-06-27	7547652	3	0	1	11917	210	11625
Singapore	2021-06-27	5850342	9	0	17	62544	36	62195
India	2021-06-27	1380004385	37566	907	56994	30279331	396730	29309607
Indonesia	2021-06-27	273523615	20694	423	9480	2115304	57138	1850481
United Kingdom	2021-06-27	67886011	22723	3	7	4748644	128364	15722
Vietnam	2021-06-27	97338579	396	2	200	15740	76	6319
China	2021-06-27	1431776124	18	0	21	91807	4636	86706
United Arab Emirates	2021-06-28	9890402	2184	5	2105	628976	1802	607606
Australia	2021-06-28	25499884	42	0	18	30560	910	23788
Brazil	2021-06-28	212559417	65956	1938	37405	18457197	514486	16240380
Germany	2021-06-28	83783942	569	57	1390	3734830	90826	3620830
Russia	2021-06-28	145934462	20217	643	14430	5408744	131671	4911752
France	2021-06-28	65273511	3395	45	321	5832628	111189	404666
Philippines	2021-06-28	109581078	4470	101	6361	1403588	24456	1327103
"Korea, South"	2021-06-28	51269185	794	1	616	156167	2017	147077
Netherlands	2021-06-28	17134872	555	4	14	1711545	18024	27323
Canada	2021-06-28	37742154	690	36	1001	1414461	26239	1387528
Malaysia	2021-06-28	32365999	6437	107	5298	739266	5001	672452
US	2021-06-28	331002651	7010	337	0	33756457	603619	0
Mexico	2021-06-28	128932753	5711	195	3367	2507453	232608	1994014
Japan	2021-06-28	126476461	1380	30	1549	796383	14712	763208
Thailand	2021-06-28	69799978	4662	36	0	249853	1934	26873
Turkey	2021-06-28	84339067	5846	53	6536	5414310	49634	5280558
Spain	2021-06-28	46754778	7091	40	0	3792642	80789	150376
Hong Kong(China)	2021-06-28	7547652	1	1	2	11920	210	11626
Singapore	2021-06-28	5850342	10	0	351	62553	36	62212
India	2021-06-28	1380004385	45951	817	60729	30316897	397637	29366601
Indonesia	2021-06-28	273523615	20467	463	9645	2135998	57561	1859961
United Kingdom	2021-06-28	67886011	20261	23	5	4771367	128367	15729
Vietnam	2021-06-28	97338579	371	2	245	16136	78	6519
China	2021-06-28	1431776124	9	0	13	91825	4636	86727
United Arab Emirates	2021-06-29	9890402	1747	4	1731	631160	1807	609711
Australia	2021-06-29	25499884	41	0	5	30602	910	23806
Brazil	2021-06-29	212559417	47143	2064	21473	18523153	516424	16277785
Germany	2021-06-29	83783942	806	62	1580	3735399	90883	3622220
Russia	2021-06-29	145934462	20633	659	16101	5428961	132314	4926182
France	2021-06-29	65273511	1380	25	298	5836023	111234	404987
Philippines	2021-06-29	109581078	4501	105	5784	1408058	24557	1333464
"Korea, South"	2021-06-29	51269185	762	3	331	156961	2018	147693
Netherlands	2021-06-29	17134872	647	0	13	1712100	18028	27337
Canada	2021-06-29	37742154	501	21	958	1415151	26275	1388529
Malaysia	2021-06-29	32365999	6276	62	4929	745703	5108	677750
US	2021-06-29	331002651	15182	295	0	33763467	603956	0
Mexico	2021-06-29	128932753	6105	244	3149	2513164	232803	1997381
Japan	2021-06-29	126476461	1820	41	1703	797763	14742	764757
Thailand	2021-06-29	69799978	4786	53	0	254515	1970	26873
Turkey	2021-06-29	84339067	5496	45	7191	5420156	49687	5287094
Spain	2021-06-29	46754778	9227	46	0	3799733	80829	150376
Hong Kong(China)	2021-06-29	7547652	2	0	2	11921	211	11628
Singapore	2021-06-29	5850342	16	0	-335	62563	36	62563
India	2021-06-29	1380004385	48786	1005	61588	30362848	398454	29427330
Indonesia	2021-06-29	273523615	21807	467	10807	2156465	58024	1869606
United Kingdom	2021-06-29	67886011	25670	14	2	4791628	128390	15734
Vietnam	2021-06-29	97338579	545	1	76	16507	80	6764
China	2021-06-29	1431776124	12	0	29	91834	4636	86740
United Arab Emirates	2021-06-30	9890402	1675	8	1556	632907	1811	611442
Australia	2021-06-30	25499884	41	0	8	30643	910	23811
Brazil	2021-06-30	212559417	61130	1932	177995	18570296	518488	16299258
Germany	2021-06-30	83783942	754	69	1210	3736205	90945	3623800
Russia	2021-06-30	145934462	23128	660	16668	5449594	132973	4942283
France	2021-06-30	65273511	2664	29	287	5837403	111259	405285
Philippines	2021-06-30	109581078	5778	135	2725	1412559	24662	1339248
"Korea, South"	2021-06-30	51269185	826	3	295	157723	2021	148024
Netherlands	2021-06-30	17134872	829	3	12	1712747	18028	27350
Canada	2021-06-30	37742154	374	19	70	1415652	26296	1389487
Malaysia	2021-06-30	32365999	6988	84	5580	751979	5170	682679
US	2021-06-30	331002651	15007	286	0	33778649	604251	0
Mexico	2021-06-30	128932753	6081	201	2947	2519269	233047	2000530
Japan	2021-06-30	126476461	1754	24	1712	799583	14783	766460
Thailand	2021-06-30	69799978	5533	57	0	259301	2023	26873
Turkey	2021-06-30	84339067	5288	42	6219	5425652	49732	5294285
Spain	2021-06-30	46754778	12345	8	0	3808960	80875	150376
Hong Kong(China)	2021-06-30	7547652	4	0	1	11923	211	11630
Singapore	2021-06-30	5850342	10	0	6	62579	36	62228
India	2021-06-30	1380004385	46617	853	59384	30411634	399459	29488918
Indonesia	2021-06-30	273523615	24836	504	9874	2178272	58491	1880413
United Kingdom	2021-06-30	67886011	27646	22	17	4817298	128404	15736
Vietnam	2021-06-30	97338579	675	0	407	17052	81	6840
China	2021-06-30	1431776124	18	0	20	91846	4636	86769
United Arab Emirates	2021-07-01	9890402	1663	6	1638	634582	1819	612998
Australia	2021-07-01	25499884	50	0	10	30684	910	23819
Brazil	2021-07-01	212559417	63572	1876	32568	18631426	520420	16477253
Germany	2021-07-01	83783942	671	18	730	3736959	91014	3625010
Russia	2021-07-01	145934462	22791	669	17950	5472722	133633	4958951
France	2021-07-01	65273511	2687	24	282	5840067	111288	405572
Philippines	2021-07-01	109581078	6181	176	2090	1418337	24797	1341973
"Korea, South"	2021-07-01	51269185	793	1	813	158549	2024	148319
Netherlands	2021-07-01	17134872	948	7	11	1713576	18031	27362
Canada	2021-07-01	37742154	658	24	1640	1416026	26315	1389557
Malaysia	2021-07-01	32365999	6982	73	6278	758967	5254	688259
US	2021-07-01	331002651	29692	435	0	33793656	604537	0
Mexico	2021-07-01	128932753	5842	180	3862	2525350	233248	2003477
Japan	2021-07-01	126476461	1775	25	1680	801337	14807	768172
Thailand	2021-07-01	69799978	6087	61	0	264834	2080	26873
Turkey	2021-07-01	84339067	4891	55	5352	5430940	49774	5300504
Spain	2021-07-01	46754778	12563	28	0	3821305	80883	150376
Hong Kong(China)	2021-07-01	7547652	11	0	2	11927	211	11631
Singapore	2021-07-01	5850342	10	0	16	62589	36	62234
India	2021-07-01	1380004385	44111	738	57477	30458251	400312	29548302
Indonesia	2021-07-01	273523615	25830	539	11578	2203108	58995	1890287
United Kingdom	2021-07-01	67886011	26863	27	2	4844944	128426	15753
Vietnam	2021-07-01	97338579	394	3	148	17727	81	7247
China	2021-07-01	1431776124	23	0	28	91864	4636	86789
United Arab Emirates	2021-07-02	9890402	1632	6	1561	636245	1825	614636
Australia	2021-07-02	25499884	19	0	8	30734	910	23829
Brazil	2021-07-02	212559417	53733	1636	14279	18694998	522296	16509821
Germany	2021-07-02	83783942	429	8	870	3737630	91032	3625740
Russia	2021-07-02	145934462	24003	685	17642	5495513	134302	4976901
France	2021-07-02	65273511	3006	17	165	5842754	111312	405854
Philippines	2021-07-02	109581078	5901	90	7628	1424518	24973	1344063
"Korea, South"	2021-07-02	51269185	742	1	482	159342	2025	149132
Netherlands	2021-07-02	17134872	1131	1	15	1714524	18038	27373
Canada	2021-07-02	37742154	375	10	360	1416684	26339	1391197
Malaysia	2021-07-02	32365999	6658	107	5677	765949	5327	694537
US	2021-07-02	331002651	5150	90	0	33823348	604972	0
Mexico	2021-07-02	128932753	6265	152	3415	2531192	233428	2007339
Japan	2021-07-02	126476461	1878	9	1776	803112	14832	769852
Thailand	2021-07-02	69799978	6230	41	0	270921	2141	26873
Turkey	2021-07-02	84339067	4537	45	4913	5435831	49829	5305856
Spain	2021-07-02	46754778	0	0	0	3833868	80911	150376
Hong Kong(China)	2021-07-02	7547652	1	0	1	11938	211	11633
Singapore	2021-07-02	5850342	7	0	15	62599	36	62250
India	2021-07-02	1380004385	43071	955	52299	30502362	401050	29605779
Indonesia	2021-07-02	273523615	27913	493	13282	2228938	59534	1901865
United Kingdom	2021-07-02	67886011	24465	18	7	4871807	128453	15755
Vietnam	2021-07-02	97338579	1189	0	248	18121	84	7395
China	2021-07-02	1431776124	15	0	17	91887	4636	86817
United Arab Emirates	2021-07-03	9890402	1599	3	1570	637877	1831	616197
Australia	2021-07-03	25499884	51	0	4	30753	910	23837
Brazil	2021-07-03	212559417	25462	771	58383	18748731	523932	16524100
Germany	2021-07-03	83783942	411	-1	910	3738059	91040	3626610
Russia	2021-07-03	145934462	24693	650	15350	5519516	134987	4994543
France	2021-07-03	65273511	2605	11	31	5845760	111329	406019
Philippines	2021-07-03	109581078	5950	86	6821	1430419	25063	1351691
"Korea, South"	2021-07-03	51269185	711	2	430	160084	2026	149614
Netherlands	2021-07-03	17134872	1215	0	0	1715655	18039	27388
Canada	2021-07-03	37742154	348	12	325	1417059	26349	1391557
Malaysia	2021-07-03	32365999	6045	63	5271	772607	5434	700214
US	2021-07-03	331002651	4098	41	0	33828498	605062	0
Mexico	2021-07-03	128932753	2611	42	4114	2537457	233580	2010754
Japan	2021-07-03	126476461	1485	6	1696	804990	14841	771628
Thailand	2021-07-03	69799978	5916	44	0	277151	2182	26873
Turkey	2021-07-03	84339067	4418	50	4161	5440368	49874	5310769
Spain	2021-07-03	46754778	0	0	0	3833868	80911	150376
Hong Kong(China)	2021-07-03	7547652	3	0	3	11939	211	11634
Singapore	2021-07-03	5850342	11	0	21	62606	36	62265
India	2021-07-03	1380004385	39796	723	42352	30545433	402005	29658078
Indonesia	2021-07-03	273523615	27233	555	13127	2256851	60027	1915147
United Kingdom	2021-07-03	67886011	23896	15	12	4896272	128471	15762
Vietnam	2021-07-03	97338579	951	2	176	19310	84	7643
China	2021-07-03	1431776124	22	0	21	91902	4636	86834
United Arab Emirates	2021-07-04	9890402	1573	5	1527	639476	1834	617767
Australia	2021-07-04	25499884	27	0	2	30804	910	23841
Brazil	2021-07-04	212559417	27935	789	93078	18774193	524703	16582483
Germany	2021-07-04	83783942	392	29	1080	3738470	91039	3627520
Russia	2021-07-04	145934462	23895	642	14475	5544209	135637	5009893
France	2021-07-04	65273511	802	37	207	5848365	111340	406050
Philippines	2021-07-04	109581078	5377	43	6448	1436369	25149	1358512
"Korea, South"	2021-07-04	51269185	746	4	716	160795	2028	150044
Netherlands	2021-07-04	17134872	1527	1	11	1716870	18039	27388
Canada	2021-07-04	37742154	609	8	1268	1417407	26361	1391882
Malaysia	2021-07-04	32365999	6387	77	4532	778652	5497	705485
US	2021-07-04	331002651	8714	124	0	33832596	605103	0
Mexico	2021-07-04	128932753	1805	67	4180	2540068	233622	2014868
Japan	2021-07-04	126476461	1029	19	1562	806475	14847	773324
Thailand	2021-07-04	69799978	6166	50	0	283067	2226	26873
Turkey	2021-07-04	84339067	4678	35	4735	5444786	49924	5314930
Spain	2021-07-04	46754778	32607	23	0	3833868	80911	150376
Hong Kong(China)	2021-07-04	7547652	1	1	1	11942	211	11637
Singapore	2021-07-04	5850342	13	0	13	62617	36	62286
India	2021-07-04	1380004385	34703	553	51864	30585229	402728	29700430
Indonesia	2021-07-04	273523615	29745	558	14416	2284084	60582	1928274
United Kingdom	2021-07-04	67886011	27106	9	3	4920168	128486	15774
Vietnam	2021-07-04	97338579	1051	4	203	20261	86	7819
China	2021-07-04	1431776124	23	0	34	91924	4636	86855
United Arab Emirates	2021-07-05	9890402	1552	4	1518	641049	1839	619294
Australia	2021-07-05	25499884	30	0	3	30831	910	23843
Brazil	2021-07-05	212559417	61683	1759	64575	18802128	525492	16675561
Germany	2021-07-05	83783942	713	50	310	3738862	91068	3628600
Russia	2021-07-05	145934462	22926	726	18148	5568104	136279	5024368
France	2021-07-05	65273511	3588	35	282	5849167	111377	406257
Philippines	2021-07-05	109581078	4086	104	5963	1441746	25192	1364960
"Korea, South"	2021-07-05	51269185	1212	1	740	161541	2032	150760
Netherlands	2021-07-05	17134872	2213	1	9	1718397	18040	27399
Canada	2021-07-05	37742154	434	13	603	1418016	26369	1393150
Malaysia	2021-07-05	32365999	7654	103	4797	785039	5574	710017
US	2021-07-05	331002651	22751	300	0	33841310	605227	0
Mexico	2021-07-05	128932753	7989	269	4222	2541873	233689	2019048
Japan	2021-07-05	126476461	1668	22	1604	807504	14866	774886
Thailand	2021-07-05	69799978	5420	57	0	289233	2276	26873
Turkey	2021-07-05	84339067	5299	37	4446	5449464	49959	5319665
Spain	2021-07-05	46754778	14137	18	0	3866475	80934	150376
Hong Kong(China)	2021-07-05	7547652	1	0	4	11943	212	11638
Singapore	2021-07-05	5850342	10	0	14	62630	36	62299
India	2021-07-05	1380004385	43733	930	47240	30619932	403281	29752294
Indonesia	2021-07-05	273523615	31189	728	15863	2313829	61140	1942690
United Kingdom	2021-07-05	67886011	28629	37	90	4947274	128495	15777
Vietnam	2021-07-05	97338579	1029	7	55	21312	90	8022
China	2021-07-05	1431776124	57	0	18	91947	4636	86889
United Arab Emirates	2021-07-06	9890402	1513	4	1489	642601	1843	620812
Australia	2021-07-06	25499884	42	0	2	30861	910	23846
Brazil	2021-07-06	212559417	54167	1585	23386	18863811	527251	16740136
Germany	2021-07-06	83783942	992	30	1430	3739575	91118	3628910
Russia	2021-07-06	145934462	23510	713	19809	5591030	137005	5042516
France	2021-07-06	65273511	4083	28	201	5852755	111412	406539
Philippines	2021-07-06	109581078	4278	163	6209	1445832	25296	1370923
"Korea, South"	2021-07-06	51269185	1275	1	423	162753	2033	151500
Netherlands	2021-07-06	17134872	3652	3	3	1720610	18041	27408
Canada	2021-07-06	37742154	520	6	603	1418450	26382	1393753
Malaysia	2021-07-06	32365999	7097	91	4863	792693	5677	714814
US	2021-07-06	331002651	20089	321	0	33864061	605527	0
Mexico	2021-07-06	128932753	8507	234	4271	2549862	233958	2023270
Japan	2021-07-06	126476461	2189	14	1846	809172	14888	776490
Thailand	2021-07-06	69799978	6519	54	0	294653	2333	26873
Turkey	2021-07-06	84339067	5160	52	4636	5454763	49996	5324111
Spain	2021-07-06	46754778	17384	17	0	3880612	80952	150376
Hong Kong(China)	2021-07-06	7547652	1	0	1	11944	212	11642
Singapore	2021-07-06	5850342	12	0	28	62640	36	62313
India	2021-07-06	1380004385	45892	817	44291	30663665	404211	29799534
Indonesia	2021-07-06	273523615	34379	1040	14835	2345018	61868	1958553
United Kingdom	2021-07-06	67886011	32061	33	3	4975903	128532	15867
Vietnam	2021-07-06	97338579	1044	5	480	22341	97	8077
China	2021-07-06	1431776124	17	0	29	92004	4636	86907
United Arab Emirates	2021-07-07	9890402	1539	2	1525	644114	1847	622301
Australia	2021-07-07	25499884	48	0	2	30903	910	23848
Brazil	2021-07-07	212559417	54147	1727	32639	18917978	528836	16763522
Germany	2021-07-07	83783942	903	49	970	3740567	91148	3630340
Russia	2021-07-07	145934462	24361	723	20926	5614540	137718	5062325
France	2021-07-07	65273511	4446	25	230	5856838	111440	406740
Philippines	2021-07-07	109581078	5475	191	3767	1450110	25459	1377132
"Korea, South"	2021-07-07	51269185	1316	2	575	164028	2034	151923
Netherlands	2021-07-07	17134872	5444	2	19	1724262	18044	27411
Canada	2021-07-07	37742154	574	18	505	1418970	26388	1394356
Malaysia	2021-07-07	32365999	8868	135	5802	799790	5768	719677
US	2021-07-07	331002651	20783	248	0	33884150	605848	0
Mexico	2021-07-07	128932753	9452	266	4334	2558369	234192	2027541
Japan	2021-07-07	126476461	2246	17	1519	811361	14902	778336
Thailand	2021-07-07	69799978	7058	75	0	301172	2387	26873
Turkey	2021-07-07	84339067	5171	48	5012	5459923	50048	5328747
Spain	2021-07-07	46754778	17317	28	0	3897996	80969	150376
Hong Kong(China)	2021-07-07	7547652	3	0	5	11945	212	11643
Singapore	2021-07-07	5850342	16	0	22	62652	36	62341
India	2021-07-07	1380004385	43393	911	44459	30709557	405028	29843825
Indonesia	2021-07-07	273523615	38391	852	21185	2379397	62908	1973388
United Kingdom	2021-07-07	67886011	32096	36	18	5007964	128565	15870
Vietnam	2021-07-07	97338579	1425	2	393	23385	102	8557
China	2021-07-07	1431776124	23	0	19	92021	4636	86936
United Arab Emirates	2021-07-08	9890402	1529	4	1506	645653	1849	623826
Australia	2021-07-08	25499884	64	0	2	30951	910	23850
Brazil	2021-07-08	212559417	58452	1472	27140	18972125	530563	16796161
Germany	2021-07-08	83783942	885	35	920	3741470	91197	3631310
Russia	2021-07-08	145934462	25299	715	21458	5638901	138441	5083251
France	2021-07-08	65273511	4580	18	230	5861284	111465	406970
Philippines	2021-07-08	109581078	5870	70	2934	1455585	25650	1380899
"Korea, South"	2021-07-08	51269185	1378	2	655	165344	2036	152498
Netherlands	2021-07-08	17134872	6960	2	26	1729706	18046	27430
Canada	2021-07-08	37742154	545	14	841	1419544	26406	1394861
Malaysia	2021-07-08	32365999	9180	77	5713	808658	5903	725479
US	2021-07-08	331002651	47578	462	0	33904933	606096	0
Mexico	2021-07-08	128932753	9319	217	4901	2567821	234458	2031875
Japan	2021-07-08	126476461	2276	20	1602	813607	14919	779855
Thailand	2021-07-08	69799978	9276	72	0	308230	2462	26873
Turkey	2021-07-08	84339067	5670	59	5126	5465094	50096	5333759
Spain	2021-07-08	46754778	21879	6	0	3915313	80997	150376
Hong Kong(China)	2021-07-08	7547652	1	0	0	11948	212	11648
Singapore	2021-07-08	5850342	10	0	11	62668	36	62363
India	2021-07-08	1380004385	42766	1206	45254	30752950	405939	29888284
Indonesia	2021-07-08	273523615	38124	871	28975	2417788	63760	1994573
United Kingdom	2021-07-08	67886011	35885	30	0	5040060	128601	15888
Vietnam	2021-07-08	97338579	1798	6	34	24810	104	8950
China	2021-07-08	1431776124	26	0	16	92044	4636	86955
United Arab Emirates	2021-07-09	9890402	1520	7	1468	647182	1853	625332
Australia	2021-07-09	25499884	85	1	6	31015	910	23852
Brazil	2021-07-09	212559417	44121	1158	160032	19030577	532035	16823301
Germany	2021-07-09	83783942	809	7	100	3742355	91232	3632230
Russia	2021-07-09	145934462	24607	740	17395	5664200	139156	5104709
France	2021-07-09	65273511	4696	19	172	5865864	111483	407200
Philippines	2021-07-09	109581078	5664	96	7502	1461455	25720	1383833
"Korea, South"	2021-07-09	51269185	1324	5	607	166722	2038	153153
Netherlands	2021-07-09	17134872	10299	1	4	1736666	18048	27456
Canada	2021-07-09	37742154	369	9	249	1420089	26420	1395702
Malaysia	2021-07-09	32365999	9353	87	5910	817838	5980	731192
US	2021-07-09	331002651	9729	86	0	33952511	606558	0
Mexico	2021-07-09	128932753	9581	232	4642	2577140	234675	2036776
Japan	2021-07-09	126476461	2458	11	1816	815883	14939	781457
Thailand	2021-07-09	69799978	9326	91	0	317506	2534	26873
Turkey	2021-07-09	84339067	5530	37	5217	5470764	50155	5338885
Spain	2021-07-09	46754778	0	0	0	3937192	81003	150376
Hong Kong(China)	2021-07-09	7547652	1	0	0	11949	212	11648
Singapore	2021-07-09	5850342	6	0	23	62678	36	62374
India	2021-07-09	1380004385	41506	895	41526	30795716	407145	29933538
Indonesia	2021-07-09	273523615	35094	826	28561	2455912	64631	2023548
United Kingdom	2021-07-09	67886011	31835	34	4	5075945	128631	15888
Vietnam	2021-07-09	97338579	1862	2	220	26608	110	8984
China	2021-07-09	1431776124	0	0	-29	92070	4636	86971
United Arab Emirates	2021-07-10	9890402	1518	6	1490	648702	1860	626800
Australia	2021-07-10	25499884	121	0	33	31100	911	23858
Brazil	2021-07-10	212559417	19147	565	17710	19074698	533193	16983333
Germany	2021-07-10	83783942	568	2	600	3743164	91239	3632330
Russia	2021-07-10	145934462	24544	739	17149	5688807	139896	5122104
France	2021-07-10	65273511	4314	5	19	5870560	111502	407372
Philippines	2021-07-10	109581078	5906	105	6068	1467119	25816	1391335
"Korea, South"	2021-07-10	51269185	1100	1	427	168046	2043	153760
Netherlands	2021-07-10	17134872	9328	0	0	1746965	18049	27460
Canada	2021-07-10	37742154	306	8	266	1420458	26429	1395951
Malaysia	2021-07-10	32365999	9105	90	5194	827191	6067	737102
US	2021-07-10	331002651	11523	114	0	33962240	606644	0
Mexico	2021-07-10	128932753	3779	62	4400	2586721	234907	2041418
Japan	2021-07-10	126476461	2030	6	18	818341	14950	783273
Thailand	2021-07-10	69799978	9539	86	0	326832	2625	26873
Turkey	2021-07-10	84339067	5261	37	5242	5476294	50192	5344102
Spain	2021-07-10	46754778	0	0	0	3937192	81003	150376
Hong Kong(China)	2021-07-10	7547652	1	0	7	11950	212	11648
Singapore	2021-07-10	5850342	8	0	17	62684	36	62397
India	2021-07-10	1380004385	37154	724	39649	30837222	408040	29975064
Indonesia	2021-07-10	273523615	36197	1007	32615	2491006	65457	2052109
United Kingdom	2021-07-10	67886011	31382	26	11	5107780	128665	15892
Vietnam	2021-07-10	97338579	2008	7	71	28470	112	9204
China	2021-07-10	1431776124	51	0	63	92070	4636	86942
United Arab Emirates	2021-07-11	9890402	1542	4	1519	650220	1866	628290
Australia	2021-07-11	25499884	102	1	7	31221	911	23891
Brazil	2021-07-11	212559417	19233	782	13753	19093845	533758	17001043
Germany	2021-07-11	83783942	553	27	590	3743732	91241	3632930
